evaluations raw_y x0 x1
1 155.9803043511 0.488135 2.151894
2 149.1131506162 1.027634 0.448832
3 243.0079640697 -0.763452 1.458941
4 485.6283072588 -0.624128 3.917730
5 875.5743689906 4.636628 -1.165585
6 411.2178535538 2.917250 0.288949
7 367.9096769382 0.680446 4.255966
8 411.1196255529 -4.289639 -4.128707
9 925.2088721614 -4.797816 3.326198
10 41.7582925936 2.781568 3.700121
11 280.6065768080 4.786183 2.991586
12 327.0079455022 -0.385206 2.805292
13 601.3494247003 -3.817256 1.399210
14 920.2382624597 -3.566467 4.446689
15 253.6690499517 0.218483 -0.853381
16 558.9493305649 -2.354444 2.742337
17 143.7789071220 -0.438497 0.684339
18 700.1601601512 -4.812102 1.176355
19 57.7533338199 1.120957 1.169340
20 381.7814251540 4.437481 1.818203
21 175.0155617507 -1.404921 -0.629680
22 1192.6658630882 1.976312 -4.397745
23 53.9928094027 1.667667 1.706379
24 392.0485226994 -2.896174 -3.710737
25 191.8003325735 -1.845716 -1.362892
26 275.2223909986 0.701968 -0.613985
27 1486.4164984068 4.883738 -3.979552
28 322.6142044805 -2.911232 -3.386905
29 719.5231210150 1.531083 -2.467084
30 492.9526541608 -0.336892 -2.555744
31 363.4107732020 -3.410304 -3.896249
32 962.8363586524 1.563296 -3.618170
33 329.6567927528 -3.034176 -1.312748
34 1273.5534878158 3.209932 -4.028987
35 1298.5167425176 3.379449 -4.039016
36 742.8603190409 4.764595 -0.313488
37 529.7247701010 4.767611 1.048455
38 1297.6583043013 2.392636 -4.608122
39 506.3673511437 -2.171930 -3.798034
40 527.1656079591 -2.038598 -3.812723
41 211.3839885026 -1.820168 -0.857370
42 715.8272252843 -4.358525 1.924721
43 582.8235967048 0.666015 -2.346105
44 883.0207257099 0.232481 -4.060595
45 362.9378636071 0.759465 4.292962
46 387.1011294666 -1.814310 1.674104
47 658.3571332742 -3.682021 2.163272
48 383.7023513893 -2.105939 -3.168086
49 1136.8367115743 0.865129 -4.798925
50 1501.1229507020 3.289400 -4.953045
51 718.8757158437 1.778165 -2.299920
52 427.1241211840 -2.407208 1.327417
53 1180.2557085300 -5.000000 5.000000
54 181.6592266382 2.984068 5.000000
55 111.8195519482 5.000000 5.000000
56 788.0780921122 3.675632 -1.365788
57 131.2681805112 3.021908 4.660427
58 1032.2763959062 -5.000000 3.963899
59 453.9107929513 0.797955 5.000000
60 764.7132973368 -1.689072 5.000000
61 1180.2557085300 -5.000000 5.000000
62 1744.6026222550 5.000000 -5.000000
63 495.3643335440 -5.000000 -5.000000
64 585.2587205654 -1.652180 3.702921
65 497.8166622474 -0.893194 3.750030
66 288.9686813146 0.840862 3.782526
67 541.4517857957 3.012051 -0.445245
68 1744.6026222550 5.000000 -5.000000
69 793.8731174335 -5.000000 1.933035
70 1180.2557085300 -5.000000 5.000000
71 1180.2557085300 -5.000000 5.000000
72 830.7037992812 -5.000000 2.288888
73 700.1943125583 -5.000000 0.916065
74 111.8195519482 5.000000 5.000000
75 787.8902920951 2.306996 -2.299799
76 1014.1980995081 -5.000000 3.828079
77 984.5741058565 -0.500519 -4.933480
78 711.2039020024 -2.647954 -5.000000
79 1744.6026222550 5.000000 -5.000000
80 827.2402539331 -1.785183 -5.000000
81 111.8195519482 5.000000 5.000000
82 1744.6026222550 5.000000 -5.000000
83 1560.1797406337 3.640984 -5.000000
84 287.4114120545 5.000000 3.162992
85 238.1750715335 2.529675 5.000000
86 495.3643335440 -5.000000 -5.000000
87 194.0928909517 1.592639 3.759408
88 1259.3972308513 5.000000 -2.877524
89 111.8195519482 5.000000 5.000000
90 457.1254427560 -2.738190 1.218099
91 1180.2557085300 -5.000000 5.000000
92 314.6179029457 0.592483 3.742828
93 858.9775459264 -2.441564 5.000000
94 433.5789714424 5.000000 1.953490
95 111.8195519482 5.000000 5.000000
96 111.8195519482 5.000000 5.000000
97 184.5524100547 5.000000 4.166519
98 40.1126517067 3.335825 3.597502
99 1180.2557085300 -5.000000 5.000000
100 111.8195519482 5.000000 5.000000
101 495.3643335440 -5.000000 -5.000000
102 271.7396424616 -0.351373 2.307223
103 1744.6026222550 5.000000 -5.000000
104 111.8195519482 5.000000 5.000000
105 967.8435508686 -0.741119 -5.000000
106 1744.6026222550 5.000000 -5.000000
107 824.4773240247 -5.000000 2.230127
108 1720.5270933688 4.822730 -5.000000
109 900.0866234541 -1.244068 -5.000000
110 111.8195519482 5.000000 5.000000
111 397.8957010893 1.596073 -0.666020
112 926.8777297091 -2.983079 5.000000
113 586.3625303632 -0.263039 5.000000
114 254.3181329198 2.399939 5.000000
115 71.1980205159 3.873077 5.000000
116 111.8195519482 5.000000 5.000000
117 111.8195519482 5.000000 5.000000
118 239.7709296818 5.000000 3.607683
119 111.8195519482 5.000000 5.000000
120 1744.6026222550 5.000000 -5.000000
121 111.8195519482 5.000000 5.000000
122 169.7624977813 3.267033 2.353617
123 111.8195519482 5.000000 5.000000
124 1057.1744113499 -5.000000 4.147307
125 111.8195519482 5.000000 5.000000
126 139.3183055737 3.324695 5.000000
127 275.0443940374 2.233407 5.000000
128 223.2981345495 2.614462 4.968591
129 1121.3091416920 4.492148 -2.534882
130 42.7347482458 2.203831 3.079219
131 1744.6026222550 5.000000 -5.000000
132 254.9964976996 1.417508 4.082152
133 385.4559776181 -0.683827 3.009364
134 1180.2557085300 -5.000000 5.000000
135 605.9071937337 -5.000000 -0.376130
136 834.8174624494 -3.773689 3.611315
137 7.2441634490 3.304143 3.893391
138 111.8195519482 5.000000 5.000000
139 1744.6026222550 5.000000 -5.000000
140 1264.7171163345 1.458440 -5.000000
141 379.3571684178 5.000000 2.379265
142 926.4039690560 4.337201 -1.647982
143 1180.2557085300 -5.000000 5.000000
144 132.9287501698 3.633479 3.058605
145 580.6831429538 -5.000000 -0.805939
146 598.9964886375 -0.805986 4.607799
147 111.8195519482 5.000000 5.000000
148 748.4000221689 -1.558762 5.000000
149 1180.2557085300 -5.000000 5.000000
150 345.8005100881 1.528307 4.877256
151 165.1471723276 3.116885 5.000000
152 744.1153391023 0.017673 -3.554026
153 829.4978746049 -2.206324 5.000000
154 269.3405157135 5.000000 3.328099
155 27.8425150139 3.101411 3.914079
156 931.3575588547 -4.592193 3.577384
157 1141.1294212055 -4.688941 5.000000
158 187.8988061775 2.933886 5.000000
159 946.1876610552 -3.137000 5.000000
160 53.8067572845 3.623704 4.637178
161 1180.2557085300 -5.000000 5.000000
162 1077.7310551943 -5.000000 4.295726
163 1302.7784236749 3.411585 -4.038842
164 870.8653237922 1.490823 -3.233261
165 58.0779686896 4.545571 5.000000
166 111.8195519482 5.000000 5.000000
167 184.1810739994 2.963786 5.000000
168 437.6851804358 5.000000 1.922178
169 184.6126227661 3.338719 2.303845
170 111.8195519482 5.000000 5.000000
171 178.6063873773 3.859292 2.895544
172 30.7994128288 3.406473 3.776936
173 149.5532345352 5.000000 4.551185
174 111.8195519482 5.000000 5.000000
175 1423.6971854318 5.000000 -3.633714
176 156.7568919570 5.000000 4.469761
177 495.3643335440 -5.000000 -5.000000
178 13.0761674750 2.915966 3.366625
179 921.6682379029 -3.241466 4.742628
180 1062.7030905204 -4.065012 5.000000
181 111.8195519482 5.000000 5.000000
182 495.3643335440 -5.000000 -5.000000
183 251.5273115485 0.234796 2.801261
184 904.2348302514 5.000000 -1.065231
185 312.2695731099 4.817146 2.749775
186 564.6877276584 5.000000 1.008337
187 20.1754046897 3.431189 3.917480
188 243.1571922779 4.854303 3.407618
189 111.8195519482 5.000000 5.000000
190 28.3510947407 3.738826 4.224503
191 808.6604464314 -1.923262 -5.000000
192 1180.2557085300 -5.000000 5.000000
193 1052.7676814645 4.837983 -1.965781
194 178.2557856708 3.011442 5.000000
195 288.0612600468 -0.950510 1.719048
196 193.9270578652 2.693277 1.606079
197 627.6530348588 2.410698 -1.381626
198 78.3496127129 2.673758 3.898568
199 111.8195519482 5.000000 5.000000
200 251.9054164974 5.000000 3.491461
201 525.2652930669 0.226168 5.000000
202 218.0659138044 -2.188212 -2.380912
203 1744.6026222550 5.000000 -5.000000
204 94.2209065200 4.011715 3.872063
205 1321.9983530024 3.731311 -3.935025
206 649.5126227064 -1.781187 -4.217556
207 18.1986813578 3.433319 3.940886
208 111.8195519482 5.000000 5.000000
209 293.0865018589 5.000000 3.111977
210 38.8113705025 1.869716 2.652212
211 209.5568193560 2.759730 5.000000
212 57.9505724879 3.959557 4.189238
213 111.8195519482 5.000000 5.000000
214 495.3643335440 -5.000000 -5.000000
215 524.3111647903 0.233811 5.000000
216 32.5007588469 3.419236 3.775221
217 832.3031614707 -3.558728 3.799314
218 495.3643335440 -5.000000 -5.000000
219 696.4445510421 -5.000000 0.871055
220 269.0932459477 1.326840 4.105634
221 112.8066826568 5.000000 4.987730
222 145.9372705242 5.000000 4.592533
223 111.8195519482 5.000000 5.000000
224 273.6072415968 5.000000 3.288740
225 617.8927295762 3.105760 -0.823554
226 111.8195519482 5.000000 5.000000
227 335.5036766662 5.000000 2.742268
228 175.5931433779 3.032859 5.000000
229 385.6823218887 4.894524 2.224864
230 167.5125659213 2.113338 4.066532
231 208.8648509108 5.000000 3.913975
232 161.5920715666 3.145484 5.000000
233 1744.6026222550 5.000000 -5.000000
234 543.9647895576 -1.557929 3.459098
235 355.8328321645 0.549603 4.034563
236 876.6482470794 3.048833 -2.258436
237 25.9318925015 4.032852 4.651218
238 245.3523398317 5.000000 3.553959
239 405.6641118642 3.446952 0.765961
240 1133.6790860180 -4.629694 5.000000
241 944.1919378754 1.151537 -3.783418
242 1298.2840229621 5.000000 -3.060504
243 215.5188441151 2.711796 5.000000
244 1180.2557085300 -5.000000 5.000000
245 111.8195519482 5.000000 5.000000
246 1744.6026222550 5.000000 -5.000000
247 111.8195519482 5.000000 5.000000
248 143.9240487784 3.742416 3.078905
249 492.0140564946 5.000000 1.518972
250 138.0598880349 1.933522 3.637777
251 297.3373094937 1.085863 4.094355
252 635.8081758568 -3.106026 2.610810
253 90.2979370841 2.558888 3.880865
254 140.7463669929 3.313204 5.000000
255 1462.2156868330 2.918058 -5.000000
256 243.1901279006 5.000000 3.574717
257 307.6188359817 1.625866 -0.091121
258 723.2337426456 -1.357684 5.000000
259 1360.2455438980 5.000000 -3.346817
260 10.7872992872 3.320364 3.876730
261 599.9047807911 -0.371424 5.000000
262 179.9046750867 2.998180 5.000000
263 609.4133017891 -1.265475 4.262871
264 180.1720063638 5.000000 4.213224
265 346.9135505888 1.656269 5.000000
266 47.3589878755 4.065092 5.000000
267 566.0071159983 -0.100092 5.000000
268 111.8195519482 5.000000 5.000000
269 1137.8085976611 -5.000000 4.715223
270 1092.0017088065 -5.000000 4.397241
271 788.7903436723 2.964722 -1.861963
272 111.8195519482 5.000000 5.000000
273 102.5798277001 3.620392 5.000000
274 313.5065279147 4.848060 2.771453
275 311.4039837676 5.000000 2.949889
276 1020.9206996797 -5.000000 3.878854
277 20.5742244602 3.058440 3.460678
278 347.0533751440 2.863754 0.667671
279 267.2127448075 2.296328 5.000000
280 111.8195519482 5.000000 5.000000
281 314.4171642098 1.870061 4.957803
282 75.0868400609 0.319752 0.962772
283 492.4771705624 -5.000000 -4.769496
284 417.3210435140 2.458009 -0.117825
285 98.7508233019 4.037475 3.857333
286 812.4160790659 4.516846 -0.899920
