evaluations raw_y x0 x1
1 116.8242435594 0.488135 2.151894
2 73.4064959393 1.027634 0.448832
3 70.4912836776 -0.763452 1.458941
4 287.6369549777 -0.624128 3.917730
5 140.8860557677 4.636628 -1.165585
6 25.5378377614 2.917250 0.288949
7 393.5004930143 0.680446 4.255966
8 1367.5704559900 -4.289639 -4.128707
9 258.6976888651 -4.797816 3.326198
10 479.5035148401 2.781568 3.700121
11 592.4432376531 4.786183 2.991586
12 161.4234459752 -0.385206 2.805292
13 418.1146560069 -3.817256 1.399210
14 306.8748143911 -3.566467 4.446689
15 303.2626895161 0.218483 -0.853381
16 117.3397340414 -2.354444 2.742337
17 148.6823530176 -0.438497 0.684339
18 597.3131542129 -4.812102 1.176355
19 24.7233445051 1.120957 1.169340
20 380.3657868592 4.437481 1.818203
21 424.9677974146 -1.404921 -0.629680
22 643.7618002842 1.976312 -4.397745
23 124.8896538855 1.667667 1.706379
24 1076.9691747420 -2.896174 -3.710737
25 581.1262035984 -1.845716 -1.362892
26 234.1106476601 0.701968 -0.613985
27 459.6046544681 4.883738 -3.979552
28 1028.6283105284 -2.911232 -3.386905
29 420.4387199846 1.531083 -2.467084
30 588.8363820017 -0.336892 -2.555744
31 1184.6888139956 -3.410304 -3.896249
32 570.2136291289 1.563296 -3.618170
33 725.6029363869 -3.034176 -1.312748
34 522.9790605257 3.209932 -4.028987
35 516.2753545169 3.379449 -4.039016
36 109.4221715688 4.764595 -0.313488
37 305.5492053791 4.767611 1.048455
38 643.1464283857 2.392636 -4.608122
39 987.5798024042 -2.171930 -3.798034
40 971.7900193832 -2.038598 -3.812723
41 504.0656666956 -1.820168 -0.857370
42 412.8651098306 -4.358525 1.924721
43 469.0348792604 0.666015 -2.346105
44 744.6772643976 0.232481 -4.060595
45 403.1069932470 0.759465 4.292962
46 138.9690406201 -1.814310 1.674104
47 284.1029242236 -3.682021 2.163272
48 882.9633122753 -2.105939 -3.168086
49 787.9516092953 0.865129 -4.798925
50 635.0607044466 3.289400 -4.953045
51 382.4486363723 1.778165 -2.299920
52 232.6792862458 -0.970092 0.419500
53 969.4721721530 -0.606379 -5.000000
54 222.1172707060 5.000000 -1.915078
55 858.7575468300 0.417690 -5.000000
56 576.2117744448 5.000000 -5.000000
57 229.9625880068 5.000000 -1.984931
58 922.0036664059 5.000000 5.000000
59 1146.2282775845 -1.986898 -5.000000
60 371.2801267738 5.000000 -3.231223
61 922.0036664059 5.000000 5.000000
62 887.2480446984 0.138215 -5.000000
63 576.2117744448 5.000000 -5.000000
64 347.5639283050 1.014805 -1.640217
65 625.5552709305 -5.000000 1.182675
66 159.2653513790 2.939417 1.267461
67 1198.4189577664 -5.000000 -2.349544
68 1641.7022704654 -5.000000 -5.000000
69 372.4797324737 -2.261356 5.000000
70 582.3035034655 1.921116 5.000000
71 573.3088919460 5.000000 2.685864
72 392.1387008108 -5.000000 5.000000
73 922.0036664059 5.000000 5.000000
74 180.0715843278 5.000000 0.003232
75 576.2117744448 5.000000 -5.000000
76 312.0408272320 -5.000000 4.197490
77 1641.7022704654 -5.000000 -5.000000
78 1641.7022704654 -5.000000 -5.000000
79 680.7356103344 -5.000000 0.836872
80 314.6094093353 -4.371548 2.573700
81 392.1387008108 -5.000000 5.000000
82 713.3538925094 -5.000000 0.633036
