evaluations raw_y x0 x1
1 3.9546824415 0.488135 2.151894
2 3874.8835631970 1.027634 0.448832
3 5.3467701451 -0.763452 1.458941
4 6956.8149921048 -0.624128 3.917730
5 50828.8598096824 4.636628 -1.165585
6 10514.7395038133 2.917250 0.288949
7 7083.4733951743 0.680446 4.255966
8 72897.2017187039 -4.289639 -4.128707
9 14640.1139692320 -4.797816 3.326198
10 278.9684313240 2.781568 3.700121
11 2092.2072222988 4.786183 2.991586
12 90.8548780740 -0.385206 2.805292
13 695.9131796557 -3.817256 1.399210
14 27119.8926875108 -3.566467 4.446689
15 17348.8897879765 0.218483 -0.853381
16 1329.5830957058 -2.354444 2.742337
17 587.7600089668 -0.438497 0.684339
18 2144.9543710858 -4.812102 1.176355
19 334.3947229941 1.120957 1.169340
20 2370.4032154857 4.437481 1.818203
21 8453.8371009726 -1.404921 -0.629680
22 147227.7647355634 1.976312 -4.397745
23 5.3343913417 1.667667 1.706379
24 69335.4812783575 -2.896174 -3.710737
25 17239.3227542579 -1.845716 -1.362892
26 15431.6141894672 0.701968 -0.613985
27 164835.1295640357 4.883738 -3.979552
28 58862.5192352638 -2.911232 -3.386905
29 64781.6026534596 1.531083 -2.467084
30 53194.5913936048 -0.336892 -2.555744
31 71513.2707997141 -3.410304 -3.896249
32 107474.2896785432 1.563296 -3.618170
33 12084.9864058796 -3.034176 -1.312748
34 144519.7310395652 3.209932 -4.028987
35 147153.4782931106 3.379449 -4.039016
36 30775.2006802430 4.764595 -0.313488
37 9004.3134879050 4.767611 1.048455
38 162858.8413989991 2.392636 -4.608122
39 78512.2756182851 -2.171930 -3.798034
40 80225.6730346720 -2.038598 -3.812723
41 9960.3494757780 -1.820168 -0.857370
42 1654.9906043084 -4.358525 1.924721
43 54396.4316406283 0.666015 -2.346105
44 112078.8984489803 0.232481 -4.060595
45 7267.9429467125 0.759465 4.292962
46 4.1628495104 -1.814310 1.674104
47 985.9173276108 -3.682021 2.163272
48 58256.1889780733 -2.105939 -3.168086
49 153263.1047567531 0.865129 -4.798925
50 193498.5799002078 3.289400 -4.953045
51 61435.2883564865 1.778165 -2.299920
52 0.6532312828 -1.983674 2.169711
53 2736.7072491757 2.775193 1.046714
54 2410.4005596998 1.135668 0.683347
55 2504.1166509961 -5.000000 1.507309
56 6452.6192945019 5.000000 5.000000
57 14605.6578607682 5.000000 0.686020
58 2721.7249984267 -5.000000 -0.308344
59 579.9583331059 -1.429096 0.439725
60 3.5790065376 1.308450 2.301484
61 50.7451295536 -1.736427 0.630203
62 2502.5590728330 -5.000000 0.524482
63 51321.6900046186 -5.000000 5.000000
64 34909.8798762009 -2.882459 4.986364
65 19852.3156760917 5.000000 0.341851
66 5879.7748268640 -0.604938 -0.188839
67 182.4594815617 3.167736 2.359367
68 12262.6026198002 1.972456 5.000000
69 6452.6192945019 5.000000 5.000000
70 2559.7894177065 -1.526377 -0.005572
71 23586.6878218068 -1.110937 -1.530516
72 127047.0433579542 -2.158096 -5.000000
73 38020.3284839314 5.000000 -0.555348
74 154979.9377603044 0.199409 -5.000000
75 24709.1941295469 -0.967155 5.000000
76 5.9759239355 -0.278945 1.215981
77 18884.2115229949 -1.570095 -1.390468
78 26554.8159331481 -0.298997 -1.475824
79 2925.4595426671 -5.000000 -0.398705
80 5944.2494542452 3.075941 4.729490
81 3.6395708562 -0.349222 1.324669
82 31332.4420034131 -1.699298 -2.048754
83 114331.1118515757 -3.339983 -5.000000
84 7767.1681964912 -5.000000 -1.222588
85 101130.8845572823 -4.797184 -5.000000
86 43066.4210453597 5.000000 -0.759570
87 2505.4567417925 5.000000 3.094488
88 99513.1686266287 -5.000000 -5.000000
89 6708.2933464248 -1.554014 -0.508727
90 15798.0605601935 -0.866291 -1.029290
91 1860.7620763918 -2.092570 2.913862
92 13664.6062023054 -3.710897 -1.560793
93 7625.6645397190 -2.093506 3.612803
94 148517.5398752010 -0.326247 -5.000000
95 223024.8028354103 5.000000 -5.000000
96 722.3774744616 1.227219 3.487131
97 181150.4874817274 2.218752 -5.000000
98 99513.1686266287 -5.000000 -5.000000
99 223024.8028354103 5.000000 -5.000000
100 223024.8028354103 5.000000 -5.000000
101 223024.8028354103 5.000000 -5.000000
102 3.9109610343 -0.266505 2.035691
103 2.4889486410 -0.496741 2.483324
104 6.1405608644 -0.013440 1.273656
105 5328.4630566666 5.000000 1.585240
106 3.2937141035 -1.075089 1.839341
107 3921.7792343084 -0.191239 0.138024
108 7546.0487373034 -1.901323 3.653505
109 75.1763609308 0.235209 1.098388
110 4.0556284204 0.770570 2.168765
111 23376.9853277879 -5.000000 3.790470
112 14890.4444685304 4.052785 0.322340
113 4.2084810203 -0.829603 1.001389
114 205429.5719737711 3.908599 -5.000000
115 38.6333401608 2.804763 2.597110
116 3060.9616416924 -3.661636 2.634589
117 27647.4475614614 -2.210612 4.832588
118 20855.4479846689 4.906130 0.248339
119 325.9007092420 -2.404851 0.291192
120 17289.8071992070 5.000000 0.502030
121 2855.5679329280 5.000000 4.303256
122 21781.3863088055 1.409436 -0.805897
123 614.3512077128 3.295381 1.701919
124 2956.9811542421 2.687379 4.285945
125 7957.0910009747 5.000000 1.257019
126 31490.7579186975 0.366590 -1.539383
127 12043.7467954533 -0.699902 -0.734527
128 41486.5476837221 -3.800245 5.000000
129 17699.7486192045 -2.202148 4.308384
130 11924.7151499379 2.540660 0.084154
131 6452.6192945019 5.000000 5.000000
132 3.7895655987 -1.128972 0.927595
133 6452.6192945019 5.000000 5.000000
134 20261.4193774743 -0.025395 5.000000
135 40.7515946072 -2.788594 1.676835
136 17597.8403031024 0.588913 5.000000
137 3.3576072659 0.081464 2.339170
138 33309.5632934771 -2.563879 5.000000
139 143418.8876855870 -0.749203 -5.000000
140 22428.5014156103 -1.670282 -1.610020
141 6452.6192945019 5.000000 5.000000
142 222881.0176862788 4.991458 -5.000000
143 13192.4282192834 -4.338340 3.391826
144 26899.6517687899 -4.485111 4.150935
145 142597.4071218585 -0.817990 -5.000000
146 51321.6900046186 -5.000000 5.000000
147 51321.6900046186 -5.000000 5.000000
148 223024.8028354103 5.000000 -5.000000
149 223024.8028354103 5.000000 -5.000000
150 76930.9896050744 5.000000 -1.888520
151 115456.9445364689 5.000000 -2.889353
152 8006.0592021426 -0.912545 3.942107
153 5.5576752802 -0.228462 2.397563
154 4.4838783228 -0.019720 2.121343
155 21562.3349029104 -0.311068 5.000000
156 3.1794948978 -2.284915 1.283828
157 1244.4896447773 0.129522 0.649620
158 11970.3513843501 2.056279 5.000000
159 42326.2754205338 -4.879719 4.700452
160 15068.5460248531 5.000000 0.652951
161 3.3338189185 -1.254393 1.218848
162 51321.6900046186 -5.000000 5.000000
163 51.5589611143 -2.834136 0.491158
164 3734.4935274098 -1.628273 -0.197062
165 2505.2768413455 5.000000 3.271135
166 21056.5697213974 -0.201030 5.000000
167 43575.3596424849 -4.075080 5.000000
168 1956.0849229557 3.679427 1.503904
169 8065.7935670357 2.000638 0.255359
170 54891.3692637247 5.000000 -1.193767
171 10.1441110783 -1.799999 2.338657
