evaluations raw_y x0 x1
1 41085.7429188227 0.488135 2.151894
2 7471.0323458683 1.027634 0.448832
3 31911.9784816537 -0.763452 1.458941
4 110179.9776322959 -0.624128 3.917730
5 1833.3968891242 4.636628 -1.165585
6 2232.5855676795 2.917250 0.288949
7 110690.0924060298 0.680446 4.255966
8 1639.2219169970 -4.289639 -4.128707
9 132117.6172804547 -4.797816 3.326198
10 69907.7758396902 2.781568 3.700121
11 37366.7607504801 4.786183 2.991586
12 66461.3256412117 -0.385206 2.805292
13 50511.3800551502 -3.817256 1.399210
14 170127.7348659948 -3.566467 4.446689
15 291.2315064346 0.218483 -0.853381
16 81230.8906061664 -2.354444 2.742337
17 15502.5016635073 -0.438497 0.684339
18 52683.0678525680 -4.812102 1.176355
19 17034.4246298008 1.120957 1.169340
20 15701.1955735994 4.437481 1.818203
21 3222.3387636788 -1.404921 -0.629680
22 18256.8058630135 1.976312 -4.397745
23 24307.0667955157 1.667667 1.706379
24 276.3914304771 -2.896174 -3.710737
25 306.2949936028 -1.845716 -1.362892
26 601.9136408902 0.701968 -0.613985
27 26169.9373452153 4.883738 -3.979552
28 67.4821158266 -2.911232 -3.386905
29 43.6940215080 1.531083 -2.467084
30 5.8158868413 -0.336892 -2.555744
31 666.6461813783 -3.410304 -3.896249
32 6291.8279114047 1.563296 -3.618170
33 1653.3457471557 -3.034176 -1.312748
34 17444.1559757646 3.209932 -4.028987
35 18430.0757882503 3.379449 -4.039016
36 2056.5956749654 4.764595 -0.313488
37 6322.1315794795 4.767611 1.048455
38 24009.2959158183 2.392636 -4.608122
39 1003.4717456539 -2.171930 -3.798034
40 1206.3391725330 -2.038598 -3.812723
41 2392.0508352481 -1.820168 -0.857370
42 71573.6735270360 -4.358525 1.924721
43 5.1820494124 0.666015 -2.346105
44 7436.7521020611 0.232481 -4.060595
45 111417.4954968770 0.759465 4.292962
46 43639.5277338137 -1.814310 1.674104
47 73110.2762333380 -3.682021 2.163272
48 4.2178809195 -2.105939 -3.168086
49 20420.1335459748 0.865129 -4.798925
50 36729.6080706616 3.289400 -4.953045
51 4.6772108503 1.778165 -2.299920
52 6.3339190844 -2.302525 -2.230196
53 17567.4065164164 3.010674 -4.091911
54 31004.2080995350 4.081611 -4.474082
55 6452.6192945019 -5.000000 -5.000000
56 2503.2444736784 5.000000 -1.274486
57 327.0513581347 -2.238240 -3.600161
58 6736.3921542860 -4.333399 -5.000000
59 4877.8025370846 0.661479 -3.694354
60 41859.2264131242 0.028401 2.066906
61 5.2299661575 2.405332 -0.761816
62 6478.7212723785 -4.785636 -5.000000
63 64544.3869219208 -2.216794 2.288183
64 14025.1575773719 -1.721946 0.267011
65 10834.9827143744 -2.391656 -5.000000
66 126.6915831311 -3.052384 -2.023395
67 6415.0792764174 5.000000 -2.495542
68 35997.2819823306 5.000000 2.969290
69 99513.1686266287 5.000000 5.000000
70 5174.4371881799 -1.938166 -0.522432
71 11077.0399686534 -2.318760 -5.000000
72 24239.5824398420 0.872101 -5.000000
73 22051.2462058206 5.000000 -3.716458
74 40900.2253181919 3.720638 -5.000000
75 20208.9170982694 5.000000 2.179541
76 103106.5867554251 -0.575605 3.758635
77 14120.2665605771 5.000000 1.778797
78 7531.3753455779 0.109408 0.224661
79 3906.7553462820 -4.492519 -4.640482
80 2.8205752045 1.017906 -1.978433
81 73.6435413578 -0.965939 -3.125984
82 2309.5777536946 -2.570284 -4.157613
83 6452.6192945019 -5.000000 -5.000000
84 134820.2313234508 -2.480955 4.009975
85 11884.3923854451 -2.081119 -5.000000
86 37497.4452518439 2.322485 2.467764
87 4568.5020911768 5.000000 0.794100
88 3526.4738610992 -4.316924 -4.577594
89 147954.0084788640 0.306489 4.983464
90 124011.7249610723 -0.817735 4.188372
91 154321.1487263836 -0.146350 5.000000
92 201449.3982283663 -5.000000 4.627078
93 183172.4888099762 -2.368359 5.000000
94 19454.4839276793 -5.000000 -0.365854
95 120.3270383398 -2.611101 -3.575874
96 189442.9429624471 -2.824091 5.000000
97 4.8506357397 -0.591192 -2.559178
98 6452.6192945019 -5.000000 -5.000000
99 1402.6522023412 4.367384 -1.454393
100 12338.8386154807 -1.950748 -5.000000
101 288.9245042810 1.950470 -2.536978
102 1.6847623221 1.899057 -2.100637
103 2352.2066504540 -4.921959 -2.561046
104 4732.8680617093 4.750806 -2.390217
105 1398.9297416442 2.218969 -2.791258
106 3268.2178337158 0.542565 -0.136682
107 174.3842297892 2.472206 -2.343816
108 5.2858532017 -0.913939 -1.818556
109 12429.1969025651 1.558974 -4.128973
110 2275.6828178594 -4.882699 -3.684662
111 2506.0389007875 -5.000000 -2.865860
112 28949.4852342715 1.784653 -5.000000
113 4.2653616844 1.278786 -1.760870
114 26374.6261450047 5.000000 -3.949431
115 5068.5020054961 3.363204 -3.007115
116 12310.0848333454 2.570911 1.221199
117 10123.8903819764 -5.000000 -1.044405
118 8254.1539041105 -3.329733 -5.000000
119 48047.8892259468 4.624949 -5.000000
120 39835.9242815436 3.573094 -5.000000
121 16420.0120008968 5.000000 1.940470
122 44281.2155836317 4.165124 -5.000000
123 2503.3771195524 5.000000 -0.953810
124 44843.4337272417 5.000000 3.328446
125 25270.8670073188 5.000000 -3.892182
126 6453.1953242157 -4.950899 -5.000000
127 22.6836553594 0.482530 -0.981818
128 17696.8800450609 -5.000000 -0.475658
129 2505.6317766989 -5.000000 -2.945201
130 9800.1016207274 3.996634 -3.248671
131 99513.1686266287 5.000000 5.000000
132 5.5741062859 1.669898 -1.178442
133 99513.1686266287 5.000000 5.000000
134 8243.9651104347 5.000000 1.273642
135 75698.8870358991 0.820760 3.380244
136 13733.1706805025 1.825051 1.134077
137 45603.3464166505 2.659960 2.865580
138 163305.1002762720 -0.860068 5.000000
139 8626.3730734091 -3.163631 -5.000000
140 30823.5380902272 3.276974 -4.701553
141 99513.1686266287 5.000000 5.000000
142 2.8286684727 1.973456 -1.366996
143 75684.1781882323 -5.000000 1.852329
144 145544.4202992282 0.572039 5.000000
145 3.8849355123 0.160906 -2.500207
146 223024.8028354103 -5.000000 5.000000
147 223024.8028354103 -5.000000 5.000000
148 2048.2856551800 2.399251 -2.870652
149 10601.1096698656 2.417142 -3.779955
150 99513.1686266287 5.000000 5.000000
151 77486.0497128691 3.992960 4.198892
152 90.1137642315 2.924495 -0.384666
153 8020.6468353642 4.460672 -2.912438
154 200.4252659164 2.597096 -2.325267
155 2928.8575740184 -5.000000 -2.100778
156 4.3066664768 0.112147 -1.797278
157 49.8562419684 1.936598 -2.377157
158 4567.9404777891 0.442692 0.003760
159 3305.4571756738 -3.405863 -1.165219
160 15507.5878987114 4.552342 -3.476254
161 619.1282210962 -3.484805 -1.810187
162 106111.5024689230 -1.478189 3.606489
163 166.5513660673 -0.397000 -1.072613
164 614.9007516112 1.866782 -2.681285
165 15996.1320762828 5.000000 -3.342697
166 5383.2224935323 -2.688081 -0.688165
167 2505.5313121464 -5.000000 -3.115494
168 9694.9122019076 3.198121 -3.497672
169 5132.6798176776 3.170299 -3.075658
170 22984.2594234769 1.588307 -4.756161
171 2504.1684434472 5.000000 -0.389373
172 5746.2768772035 0.384324 -3.857575
173 2368.3913112687 0.745539 -0.219725
174 6452.6192945019 -5.000000 -5.000000
175 2897.1496103655 5.000000 0.387633
176 6452.6192945019 -5.000000 -5.000000
177 38046.0337156884 4.710686 -4.581357
178 1148.2798977362 4.189278 -1.309054
179 4150.1268641739 -2.027719 -0.664440
180 65576.6823353188 1.857053 3.338698
181 2505.7286505945 -5.000000 -2.465852
182 2506.1242845788 -5.000000 -2.399248
183 10334.6193294098 3.378683 1.252332
184 3895.4371970360 -5.000000 -4.594671
185 2504.0739200746 5.000000 -0.413084
186 54952.1260971561 5.000000 3.695941
187 3175.6639655782 -5.000000 -2.016248
188 6452.6192945019 -5.000000 -5.000000
189 6597.8172794166 -4.518201 -5.000000
190 38612.7338576592 0.756277 2.121261
191 125512.0713381319 2.294559 5.000000
192 51321.6900046186 5.000000 -5.000000
193 7980.7992291440 -0.731807 -4.350913
194 26244.6580709938 1.270912 -5.000000
195 16739.3936688297 5.000000 -3.392392
196 6452.6192945019 -5.000000 -5.000000
197 10684.3883434444 5.000000 1.505402
198 6452.6192945019 -5.000000 -5.000000
199 6452.6192945019 -5.000000 -5.000000
200 99513.1686266287 5.000000 5.000000
201 1517.7178935675 -2.226795 -1.115894
202 13887.5138383208 -1.523758 -5.000000
203 5.1487486379 2.443645 -1.892216
204 39505.2057065936 3.526406 -5.000000
205 6504.5765285715 -1.299988 -4.355215
206 6297.5519847594 1.579864 0.474917
207 142.9468671870 1.119064 -2.662440
208 24449.3623568137 0.982803 -4.982983
209 18251.8399650714 1.215994 -4.587442
210 4.9641205806 2.293978 -0.708566
211 502.4448574275 -3.612209 -2.834993
212 6017.0943569702 1.688022 0.473709
213 104560.8556939523 -0.260696 3.873044
214 3572.7792874704 1.153315 0.057345
215 2505.1027565354 -5.000000 -3.179325
216 24498.8023051120 1.395337 -4.882241
217 2504.7349486571 -5.000000 -2.995193
218 2527.8711885877 -5.000000 -4.076721
219 29828.9322230527 1.946601 -5.000000
220 6.0732482109 2.398678 -0.700377
221 106268.8337061852 -5.000000 2.668788
222 17479.1700414913 5.000000 -3.440608
223 24133.3712008104 0.850461 -5.000000
224 264.0191310525 3.289092 -1.983877
225 304.4314293300 1.578622 -2.635818
226 37837.3308758898 5.000000 -4.477643
227 2835.6151592260 5.000000 -1.795554
228 46090.2890512134 4.390088 -5.000000
229 2525.1386484236 5.000000 0.153715
230 10349.4553907233 2.991618 -3.609184
231 2855.0420484582 1.886763 0.140678
232 6452.6192945019 -5.000000 -5.000000
233 38206.5713327102 3.338967 -5.000000
234 32301.5283818902 5.000000 -4.235378
235 2505.2318262940 -5.000000 -3.151528
236 44754.5805392267 -2.479753 1.549624
237 2504.6407360439 -5.000000 -3.030399
238 14254.9215563512 5.000000 -3.220553
239 5528.4483670430 -5.000000 -4.876018
240 2503.1432144654 5.000000 -0.723645
241 36350.5467471149 -5.000000 0.484439
242 3689.2808161058 5.000000 -2.049880
243 6452.6192945019 -5.000000 -5.000000
244 151062.7970596812 0.117873 5.000000
245 11454.9604367020 -0.083337 0.495700
246 4218.6240578552 -5.000000 -1.769584
247 13556.1050463933 -1.612914 -5.000000
248 437.7475910273 -1.078608 -1.116989
249 34951.3129203458 2.837115 -5.000000
250 99513.1686266287 5.000000 5.000000
251 132105.1259147485 1.714304 5.000000
252 23213.8835685202 0.660995 -5.000000
253 5082.8994861232 1.003621 -3.631844
254 8327.8212161784 2.947573 -3.454393
255 30031.5007034565 -5.000000 0.198084
256 36886.5188217576 0.738194 2.046638
257 7634.7948068710 3.270073 -3.297705
258 3.5583806254 -0.345200 -2.645291
259 4041.4492366968 -0.807381 -0.372626
260 2298.9501449175 0.276230 -0.348252
261 15401.2430521374 5.000000 -3.301928
262 4.7442889340 1.487791 -2.329758
263 32958.1422465877 2.503312 -5.000000
264 2450.8185251468 0.745020 -3.351899
265 4.2148310018 0.467234 -1.289779
266 6452.6192945019 -5.000000 -5.000000
267 2391.5656593321 -4.805891 -2.121092
268 6452.6192945019 -5.000000 -5.000000
269 7678.2681870738 5.000000 1.212806
270 51321.6900046186 5.000000 -5.000000
271 1800.8593030471 4.305394 -2.030620
272 11440.9205604821 2.168935 -3.905384
273 238.9682319207 -3.265430 -1.990873
274 2682.2953924992 -5.000000 -4.216472
275 31.3365045764 -2.773555 -2.517528
276 43406.8643486787 5.000000 -4.703794
277 3053.3822332950 5.000000 0.444861
278 2505.8625777278 -5.000000 -2.932661
279 9090.2129731737 -2.975951 -5.000000
280 51321.6900046186 5.000000 -5.000000
281 88596.0570251973 4.383627 4.588860
282 111172.8225945988 3.661616 5.000000
283 36711.1060013543 3.114436 -5.000000
284 1038.1179835953 4.105788 -0.627907
