evaluations raw_y x0 x1
1 1.1003602072 0.488135 2.151894
2 2.6275474277 1.027634 0.448832
3 0.2474869367 -0.763452 1.458941
4 6.3460868687 -0.624128 3.917730
5 30.7534746769 4.636628 -1.165585
6 11.4290645521 2.917250 0.288949
7 8.9180657980 0.680446 4.255966
8 47.0125739326 -4.289639 -4.128707
9 24.1448405354 -4.797816 3.326198
10 14.4757123299 2.781568 3.700121
11 27.9940087586 4.786183 2.991586
12 1.9218924393 -0.385206 2.805292
13 12.6035102999 -3.817256 1.399210
14 20.0218133895 -3.566467 4.446689
15 5.4223505854 0.218483 -0.853381
16 6.0945991772 -2.354444 2.742337
17 0.5764402238 -0.438497 0.684339
18 20.7174622104 -4.812102 1.176355
19 1.9918322190 1.120957 1.169340
20 22.2894172883 4.437481 1.818203
21 5.5120125008 -1.404921 -0.629680
22 38.9260640598 1.976312 -4.397745
23 3.8234486335 1.667667 1.706379
24 33.2770306394 -2.896174 -3.710737
25 10.2584829509 -1.845716 -1.362892
26 5.0926683503 0.701968 -0.613985
27 55.7305392558 4.883738 -3.979552
28 30.1357127369 -2.911232 -3.386905
29 18.3743571614 1.531083 -2.467084
30 15.8432199549 -0.336892 -2.555744
31 38.1841488248 -3.410304 -3.896249
32 28.7741984354 1.563296 -3.618170
33 15.1459495266 -3.034176 -1.312748
34 41.8255188833 3.209932 -4.028987
35 43.1425924299 3.379449 -4.039016
36 28.3378218940 4.764595 -0.313488
37 25.4903545153 4.767611 1.048455
38 43.4612232083 2.392636 -4.608122
39 30.8976409466 -2.171930 -3.798034
40 30.5611167558 -2.038598 -3.812723
41 7.6163595762 -1.820168 -0.857370
42 16.9896622682 -4.358525 1.924721
43 15.0845817757 0.666015 -2.346105
44 30.3304617706 0.232481 -4.060595
45 9.2849837493 0.759465 4.292962
46 2.4561027340 -1.814310 1.674104
47 12.2075281806 -3.682021 2.163272
48 24.4682186902 -2.105939 -3.168086
49 40.0069595598 0.865129 -4.798925
50 53.3161116067 3.289400 -4.953045
51 18.0511016515 1.778165 -2.299920
52 0.5400273974 -0.834719 1.890851
53 3.1911747762 -0.356287 -0.360163
54 0.5460667839 0.364031 1.039794
55 16.5712926730 -3.977879 -0.249964
56 3.3122557289 -0.213605 3.243171
57 17.4292959747 3.529119 -0.313025
58 9.9047082428 -3.291916 0.554632
59 17.8137853402 1.293207 -2.497596
60 3.2346057185 0.971467 2.727959
61 7.9230648378 -0.852967 -1.329170
62 15.2753187353 -4.057510 2.377344
63 13.2736930764 -0.964278 5.000000
64 13.5136678511 -1.119193 5.000000
65 11.8241938910 2.275510 -0.890912
66 0.6041892142 -0.072719 0.671427
67 22.1598820875 -0.526489 -3.276282
68 27.8114666562 5.000000 1.684904
69 8.4323520420 1.543303 3.694337
70 15.1902150595 -4.157527 1.659727
71 0.1513397822 -0.352463 1.803566
72 41.6946795876 0.386179 -5.000000
73 46.2792322855 1.971428 -5.000000
74 41.4140672708 0.115280 -5.000000
75 6.9676930097 0.322222 3.996989
76 0.6801129490 0.180554 0.731447
77 21.0568011838 2.090765 -2.512598
78 23.1191432287 -5.000000 2.272379
79 24.0660823754 -5.000000 0.132998
80 14.2000489334 3.041323 3.227808
81 28.0343904141 -5.000000 3.797814
82 33.2941149354 -4.431623 -2.569958
83 24.2840249950 -5.000000 0.051182
84 25.3594101902 -5.000000 3.144469
85 8.6375445967 -1.077327 -1.401109
86 34.6951715487 5.000000 -1.212622
87 5.2289383667 -1.105054 3.551661
88 41.5095505161 -0.758906 -5.000000
89 4.2789350201 -0.053978 -0.633540
90 28.8567496104 5.000000 0.368844
91 2.1588979929 0.372793 2.746614
92 31.1465126095 -5.000000 -1.533552
93 28.2529442296 -5.000000 3.843411
94 42.6176150236 0.894626 -5.000000
95 47.2073132328 2.169917 -5.000000
96 6.8965918315 1.726509 3.133303
97 56.9938436343 3.698411 -5.000000
98 61.4223831098 -4.756588 -5.000000
99 43.2380960292 -1.670881 -5.000000
100 69.0111718400 5.000000 -5.000000
101 69.0111718400 5.000000 -5.000000
102 0.1202436735 -0.047353 1.692162
103 2.2176029030 -1.754661 1.495156
104 2.5175518202 1.261737 0.999848
105 0.5801762794 -0.142188 0.672636
106 0.0229022675 -0.136458 1.347784
107 4.5139887620 0.207518 -0.646901
108 2.9802088863 0.379984 3.024426
109 0.8644766411 0.579148 1.808931
110 6.2240560900 -2.759095 1.544472
111 3.4366958644 -1.838922 2.407049
112 16.6340385124 2.589188 -1.487200
113 16.9714013934 3.816499 1.966959
114 42.3289738171 0.762945 -5.000000
115 12.7878309549 1.399045 -1.740089
116 12.8606966127 -0.537238 5.000000
117 5.6669837805 -2.631954 1.150282
118 6.3495684609 -2.311875 -0.048710
119 0.9889548054 -0.595992 0.485464
120 28.5939798990 5.000000 2.346271
121 13.8607667996 0.768653 5.000000
122 15.3790727748 1.743047 -1.943191
123 32.5931452079 4.183122 5.000000
124 9.3170280944 -0.741868 4.439248
125 10.2773429772 2.887040 0.851190
126 47.8172041032 -2.826385 -5.000000
127 29.0539023813 5.000000 0.279226
128 24.2672150336 -5.000000 2.790682
129 16.4372505607 -3.802220 3.409167
130 9.7150551055 2.047889 -0.662964
131 16.1474791725 1.565749 5.000000
132 0.6295597390 -0.223962 0.631731
133 40.5311718400 5.000000 5.000000
134 21.4198971048 2.670847 5.000000
135 2.3865446910 -0.862495 2.849541
136 29.8964161814 3.869059 5.000000
137 24.6453612853 4.692558 1.638842
138 35.1871718400 -5.000000 5.000000
139 23.2487157060 -5.000000 2.345586
140 22.3669394911 3.670926 4.042798
141 35.4487327647 4.493153 5.000000
142 29.4877470996 5.000000 0.103261
143 2.6444485427 -0.656626 3.002859
144 22.8665500570 -5.000000 2.107487
145 58.4275562207 3.875237 -5.000000
146 14.4175515763 -1.543827 5.000000
147 18.1115446311 -2.574529 5.000000
148 41.4033299622 0.100977 -5.000000
149 69.0111718400 5.000000 -5.000000
150 44.0564915590 5.000000 -2.614947
151 41.5900277419 5.000000 -2.297106
152 1.0919309975 -0.062775 2.448764
153 0.0512653676 -0.041660 1.404075
154 0.3205772621 0.296143 1.480766
155 4.3462037750 -0.379596 3.505723
156 0.7345972201 -0.606600 0.636977
157 0.9475438368 -0.091012 0.466659
158 6.6910865039 0.440484 3.912025
159 0.5340097757 -0.664832 2.037106
160 7.3200812468 0.053715 -1.262465
161 0.1293932046 -0.526564 1.174754
162 6.8905305308 -2.031774 3.367401
163 7.9109517558 -2.502255 -0.283478
164 13.2197562212 3.063699 -0.033692
165 5.2956531764 -0.002605 3.709966
166 12.6997747775 0.245333 4.950625
167 1.9457107538 -0.534530 2.793031
168 2.5435922658 0.032122 -0.142524
169 10.8178528673 1.403192 -1.409309
170 0.8090521479 0.496982 1.898424
171 1.1984931685 0.787888 1.716033
172 3.0283951697 -0.279223 3.164187
173 23.2062607664 2.960568 5.000000
174 26.1062918738 -0.735737 -3.663904
175 0.3649008186 -0.057977 1.990680
176 4.7585151040 1.198549 -0.191579
177 41.8402823517 -1.023841 -5.000000
178 18.5108194971 2.125088 5.000000
179 8.4561626784 -1.326633 -1.284092
180 14.7002097978 -3.861900 2.757544
181 8.9709679596 -2.863191 2.917921
182 22.4209221083 -5.000000 1.570718
183 40.5311718400 5.000000 5.000000
184 22.2730007636 -3.347009 5.000000
185 20.0169612947 -0.814288 -3.016457
186 14.6720145434 1.105476 5.000000
187 2.2991724322 1.099050 2.081672
188 22.7765027519 -5.000000 2.038090
189 30.1692929496 -3.613151 -2.931904
190 35.1871718400 -5.000000 5.000000
191 22.8703377662 4.370259 2.592036
192 24.1643287477 3.715405 -1.457526
193 59.5251897570 -5.000000 -4.669094
194 41.2911504950 -0.420087 -5.000000
195 65.8786724876 4.693737 -5.000000
196 47.4006027484 -4.974732 -3.599917
197 66.3390467695 5.000000 -4.788540
198 41.2854292027 -0.134335 -5.000000
199 41.3934256006 0.087271 -5.000000
200 40.5311718400 5.000000 5.000000
201 63.6671718400 -5.000000 -5.000000
202 4.2289282691 -0.382407 -0.629206
203 0.6434267669 0.189753 0.764742
204 1.5446082420 0.252290 0.294957
