evaluations raw_y x0 x1
1 932.5264482535 0.488135 2.151894
2 564.2366475832 1.027634 0.448832
3 886.0750107444 -0.763452 1.458941
4 1391.6062945229 -0.624128 3.917730
5 201.1263376128 4.636628 -1.165585
6 443.5448136066 2.917250 0.288949
7 1348.6470580085 0.680446 4.255966
8 15.2594624931 -4.289639 -4.128707
9 1712.7616066274 -4.797816 3.326198
10 1084.9258864862 2.781568 3.700121
11 851.9541152128 4.786183 2.991586
12 1134.5488616689 -0.385206 2.805292
13 1154.3833475830 -3.817256 1.399210
14 1825.8126892366 -3.566467 4.446689
15 362.2473562518 0.218483 -0.853381
16 1302.5080485445 -2.354444 2.742337
17 704.3620349732 -0.438497 0.684339
18 1212.2801383952 -4.812102 1.176355
19 696.9487843857 1.120957 1.169340
20 657.2930801156 4.437481 1.818203
21 509.8640453220 -1.404921 -0.629680
22 637.0226696901 1.976312 -4.397745
23 767.6308388955 1.667667 1.706379
24 2.6028788567 -2.896174 -3.710737
25 394.2940965457 -1.845716 -1.362892
26 381.0005058054 0.701968 -0.613985
27 924.9359437631 4.883738 -3.979552
28 65.0462006419 -2.911232 -3.386905
29 140.6095109512 1.531083 -2.467084
30 71.7073611377 -0.336892 -2.555744
31 2.0617064266 -3.410304 -3.896249
32 406.3262940124 1.563296 -3.618170
33 495.5272157955 -3.034176 -1.312748
34 705.4740757346 3.209932 -4.028987
35 730.2821902819 3.379449 -4.039016
36 285.5760050121 4.764595 -0.313488
37 513.6657186974 4.767611 1.048455
38 739.1304853124 2.392636 -4.608122
39 77.9498657884 -2.171930 -3.798034
40 92.1201433559 -2.038598 -3.812723
41 494.2453377012 -1.820168 -0.857370
42 1332.6695756806 -4.358525 1.924721
43 63.0846514286 0.666015 -2.346105
44 360.6902104608 0.232481 -4.060595
45 1349.8069220698 0.759465 4.292962
46 1019.5177159998 -1.814310 1.674104
47 1311.9824876440 -3.682021 2.163272
48 55.3592342397 -2.105939 -3.168086
49 598.4761755946 0.865129 -4.798925
50 941.7900410858 3.289400 -4.953045
51 129.4792692121 1.778165 -2.299920
52 147.5854544412 2.951326 -1.397778
53 614.6384222813 0.601998 -5.000000
54 526.2421682186 -0.691800 -0.298256
55 1728.2267466482 -1.602876 5.000000
56 1207.9850266544 5.000000 5.000000
57 343.2680049949 -5.000000 -2.837712
58 112.0628996501 -5.000000 -5.000000
59 407.3997442514 -1.359203 -5.000000
60 397.2537416677 -5.000000 -2.585308
61 1201.9396353494 5.000000 -5.000000
62 2144.7642915314 -5.000000 5.000000
63 2086.5250705619 -4.570572 5.000000
64 141.0755997341 -2.463926 -2.849816
65 922.1989609139 5.000000 -3.901438
66 137.3207920979 -2.133210 -4.066591
67 112.0628996501 -5.000000 -5.000000
68 2144.7642915314 -5.000000 5.000000
69 112.0628996501 -5.000000 -5.000000
70 288.8412437358 5.000000 -1.336535
71 1797.4649486640 -5.000000 3.572790
72 381.6385575706 5.000000 0.297022
73 1201.9396353494 5.000000 -5.000000
74 137.5538857925 -4.618596 -5.000000
75 1207.9850266544 5.000000 5.000000
76 429.3094648638 3.666932 -2.635283
77 1207.9850266544 5.000000 5.000000
78 1422.5199422986 1.670928 5.000000
79 1314.7384955279 -3.602306 2.213687
80 112.0628996501 -5.000000 -5.000000
81 473.4184254684 -0.698808 -5.000000
82 1769.2655855568 -1.978100 5.000000
83 311.5776570859 -2.394711 -5.000000
84 407.0340612184 -5.000000 -2.539715
85 190.7333057636 -3.877461 -5.000000
86 2144.7642915314 -5.000000 5.000000
87 225.0980804949 -3.520343 -2.812027
88 55.8445669595 -2.829650 -3.405420
89 760.9605331808 1.825175 -5.000000
90 1006.5851661233 -2.738190 1.218099
91 2144.7642915314 -5.000000 5.000000
92 1249.1816985673 0.592483 3.742828
93 1665.8933995445 -1.009951 5.000000
94 197.5309039555 -1.587408 -4.126263
95 967.3714966077 -5.000000 0.007623
96 81.0864039439 -5.000000 -4.841861
97 2056.3286544343 -5.000000 4.639901
98 1146.2239901249 4.631504 -5.000000
99 2095.6093724272 -4.638348 5.000000
100 112.0628996501 -5.000000 -5.000000
101 991.9247803101 4.340035 3.656916
102 48.8785637595 0.359218 -2.498821
103 611.4646717807 -0.529485 0.187179
104 103.0254344854 -5.000000 -4.953918
105 888.1794056183 5.000000 3.241908
106 141.7969204989 -5.000000 -3.790979
107 906.8510538910 3.137950 2.873844
108 214.3618140931 -3.568018 -5.000000
109 61.4069459154 -5.000000 -4.176486
110 2144.7642915314 -5.000000 5.000000
111 197.2930914506 -1.487852 -4.083143
112 1201.9396353494 5.000000 -5.000000
113 1207.9850266544 5.000000 5.000000
114 2144.7642915314 -5.000000 5.000000
115 324.3917514839 -2.250134 -5.000000
116 112.0628996501 -5.000000 -5.000000
117 112.0628996501 -5.000000 -5.000000
118 1533.2611465365 -5.000000 2.462696
119 112.0628996501 -5.000000 -5.000000
