evaluations raw_y x0 x1
1 22.1717896380 0.488135 2.151894
2 23.3509368555 1.027634 0.448832
3 10.7877951098 -0.763452 1.458941
4 23.8737366240 -0.624128 3.917730
5 73.0232625581 4.636628 -1.165585
6 45.1073129624 2.917250 0.288949
7 36.4849733612 0.680446 4.255966
8 19.0067344483 -4.289639 -4.128707
9 10.7519517451 -4.797816 3.326198
10 55.5244322806 2.781568 3.700121
11 81.4701670243 4.786183 2.991586
12 18.4207722472 -0.385206 2.805292
13 1.4307959692 -3.817256 1.399210
14 18.0609931982 -3.566467 4.446689
15 17.2517133475 0.218483 -0.853381
16 8.5322254477 -2.354444 2.742337
17 11.5204455419 -0.438497 0.684339
18 1.9746223331 -4.812102 1.176355
19 25.1335019683 1.120957 1.169340
20 70.4379669682 4.437481 1.818203
21 6.4224316149 -1.404921 -0.629680
22 54.5159957162 1.976312 -4.397745
23 32.1374363297 1.667667 1.706379
24 16.1329140762 -2.896174 -3.710737
25 6.2656179499 -1.845716 -1.362892
26 20.9211005770 0.701968 -0.613985
27 92.8749402541 4.883738 -3.979552
28 13.6759189080 -2.911232 -3.386905
29 35.5338082667 1.531083 -2.467084
30 19.5938081914 -0.336892 -2.555744
31 16.9560971069 -3.410304 -3.896249
32 43.3506552619 1.563296 -3.618170
33 2.8821369647 -3.034176 -1.312748
34 67.0281304578 3.209932 -4.028987
35 69.5179132642 3.379449 -4.039016
36 73.5918438505 4.764595 -0.313488
37 74.0909987777 4.767611 1.048455
38 61.4777443354 2.392636 -4.608122
39 18.6552800702 -2.171930 -3.798034
40 19.2245390115 -2.038598 -3.812723
41 5.0382098718 -1.820168 -0.857370
42 3.2773752769 -4.358525 1.924721
43 26.4299536484 0.666015 -2.346105
44 34.4279447693 0.232481 -4.060595
45 37.5002859715 0.759465 4.292962
46 6.1001692291 -1.814310 1.674104
47 3.8554263908 -3.682021 2.163272
48 14.2299958533 -2.105939 -3.168086
49 46.7697558755 0.865129 -4.798925
50 76.8237779369 3.289400 -4.953045
51 37.3636923796 1.778165 -2.299920
52 2.7336305056 -4.173591 1.813437
53 0.3707562917 -4.341330 0.478851
54 40.3643104345 -0.152715 -5.000000
55 3.6236658453 -5.000000 1.679622
56 28.3602965520 -0.985856 4.725355
57 34.7999674736 1.516044 -2.357396
58 1.5326564798 -5.000000 0.501217
59 21.8421551718 -1.098523 -3.611616
60 12.5757898062 -1.139668 2.549886
61 4.0585570482 -1.822920 0.598213
62 4.4600728749 -5.000000 1.939930
63 14.1084761103 -5.000000 3.761940
64 38.8244776880 0.753297 4.458377
65 32.9037316745 -1.383769 -5.000000
66 27.0965737544 -3.645811 -5.000000
67 62.6602504351 2.167081 -5.000000
68 1.5987075616 -2.675891 0.785164
69 85.3395693695 5.000000 3.018822
70 23.0118369092 -3.747935 5.000000
71 3.5742845872 -3.882419 2.091910
72 29.0446158735 -2.394361 -5.000000
73 42.7186074745 0.157016 -5.000000
74 38.2128132554 -0.460808 -5.000000
75 68.6406533589 4.402234 1.382290
76 9.9689088430 -0.742602 0.997561
77 40.3829141500 2.551745 0.445215
78 10.0335392568 -1.199461 2.014017
79 0.6625237149 -4.611067 0.248985
80 34.1294025507 -0.249298 4.843596
81 4.4556848243 -2.998872 2.156771
82 12.4433062685 -4.023258 -3.317133
83 28.5171328000 -5.000000 -5.000000
84 24.2377417331 -2.166934 4.848204
85 27.6957810386 -3.009419 -5.000000
86 100.4211328000 5.000000 5.000000
87 89.3746537564 5.000000 3.661930
88 0.8839084750 -4.735911 0.132615
89 79.1847867465 5.000000 -1.128320
90 63.1909100186 3.997041 -1.353081
91 100.4211328000 5.000000 5.000000
92 6.0352133286 -5.000000 -1.939548
93 14.4825404630 -4.409724 3.959371
94 49.1606964149 0.901324 -5.000000
95 78.4174682652 5.000000 1.206009
96 27.4459901903 0.907787 2.504894
97 79.7154346710 5.000000 -1.314559
98 1.6523915366 -5.000000 0.659872
99 104.4851328000 5.000000 -5.000000
100 80.2844341047 5.000000 1.898072
101 104.4851328000 5.000000 -5.000000
102 10.3977200879 -0.583253 0.449273
103 1.4564954274 -5.000000 0.315685
104 37.6962712676 2.340865 0.127761
105 1.3479500134 -3.293138 1.248504
106 1.9488124274 -5.000000 0.913812
107 1.4749385357 -2.586092 0.130756
108 1.7954965507 -5.000000 0.796204
109 19.7956986339 -2.153694 -3.930883
110 3.8111161385 -5.000000 1.741795
111 9.1888500443 -5.000000 2.986185
112 9.9699695628 -1.385292 -1.833189
113 22.0429776740 0.875756 0.645063
114 42.7664462184 2.721647 -0.302206
115 4.7066623983 -1.833001 1.121823
116 78.6790273799 5.000000 1.328893
117 1.5278452772 -5.000000 0.493032
